PaymentID,OrderID,PaymentMethod,PaymentStatus,PaymentDate
12088,12088,Wallet,Completed,2024-08-04
12089,12089,Debit Card,Completed,2023-05-29
12090,12090,COD,Completed,2023-02-27
12091,12091,Wallet,Completed,2023-11-18
12092,12092,Credit Card,Completed,2023-11-07
12093,12093,UPI,Refunded,2024-03-28
12094,12094,Credit Card,Completed,2023-05-28
12095,12095,UPI,Completed,2025-02-21
12096,12096,UPI,Completed,2023-08-19
12097,12097,Wallet,Completed,2023-01-29
12098,12098,Credit Card,Completed,2024-09-14
12099,12099,COD,Completed,2023-05-21
12100,12100,UPI,Completed,2023-12-07
12101,12101,Net Banking,Completed,2023-07-07
12102,12102,COD,Completed,2024-09-24
12103,12103,Net Banking,Completed,2023-04-26
12104,12104,COD,Completed,2024-09-21
12105,12105,COD,Completed,2024-09-01
12106,12106,UPI,Completed,2023-08-09
12107,12107,COD,Completed,2023-02-07
12108,12108,Net Banking,Completed,2025-03-20
12109,12109,Net Banking,Completed,2025-03-03
12110,12110,Net Banking,Completed,2024-06-18
12111,12111,Debit Card,Completed,2024-09-09
12112,12112,Wallet,Completed,2024-12-07
12113,12113,Debit Card,Completed,2023-05-26
12114,12114,Net Banking,Completed,2023-08-25
12115,12115,Net Banking,Completed,2023-04-27
12116,12116,Debit Card,Completed,2023-08-13
12117,12117,Net Banking,Completed,2023-12-23
12118,12118,Wallet,Completed,2023-06-11
12119,12119,UPI,Completed,2024-05-21
12120,12120,Wallet,Completed,2023-01-30
12121,12121,Net Banking,Completed,2025-03-27
12122,12122,Debit Card,Completed,2023-02-25
12123,12123,UPI,Completed,2023-10-28
12124,12124,Net Banking,Completed,2025-02-27
12125,12125,Credit Card,Completed,2024-12-11
12126,12126,UPI,Completed,2023-02-16
12127,12127,COD,Completed,2024-01-28
12128,12128,Credit Card,Completed,2025-04-05
12129,12129,Credit Card,Completed,2023-11-14
12130,12130,UPI,Completed,2024-01-03
12131,12131,Net Banking,Refunded,2024-06-12
12132,12132,Net Banking,Completed,2024-12-12
12133,12133,UPI,Completed,2023-10-20
12134,12134,UPI,Completed,2025-04-08
12135,12135,Net Banking,Completed,2025-02-20
12136,12136,UPI,Completed,2023-07-16
12137,12137,COD,Completed,2023-10-24
12138,12138,Credit Card,Completed,2024-08-01
12139,12139,Credit Card,Completed,2025-01-20
12140,12140,Debit Card,Completed,2024-09-28
12141,12141,Net Banking,Completed,2023-04-16
12142,12142,UPI,Completed,2023-03-31
12143,12143,Credit Card,Completed,2023-07-08
12144,12144,COD,Completed,2023-07-05
12145,12145,Net Banking,Completed,2023-01-12
12146,12146,COD,Completed,2023-03-10
12147,12147,Credit Card,Completed,2024-11-05
12148,12148,Debit Card,Completed,2024-08-27
12149,12149,Net Banking,Completed,2024-02-20
12150,12150,Credit Card,Completed,2024-11-01
12151,12151,Debit Card,Completed,2024-09-30
12152,12152,Net Banking,Completed,2025-03-28
12153,12153,Debit Card,Completed,2024-11-29
12154,12154,COD,Completed,2025-05-17
12155,12155,Credit Card,Completed,2025-03-10
12156,12156,UPI,Completed,2025-03-24
12157,12157,COD,Completed,2024-05-08
12158,12158,UPI,Completed,2024-02-25
12159,12159,Net Banking,Completed,2024-01-11
12160,12160,Debit Card,Completed,2024-10-23
12161,12161,UPI,Completed,2024-01-03
12162,12162,Wallet,Completed,2025-04-11
12163,12163,UPI,Completed,2023-12-13
12164,12164,UPI,Completed,2024-09-24
12165,12165,UPI,Completed,2023-11-03
12166,12166,Wallet,Completed,2023-06-30
12167,12167,UPI,Completed,2025-05-27
12168,12168,Credit Card,Completed,2023-04-02
12169,12169,Net Banking,Completed,2024-03-31
12170,12170,Wallet,Completed,2023-10-06
12171,12171,COD,Completed,2025-02-19
12172,12172,Wallet,Completed,2023-11-21
12173,12173,UPI,Refunded,2025-05-09
12174,12174,COD,Completed,2024-11-25
12175,12175,Net Banking,Completed,2024-04-24
12176,12176,Net Banking,Completed,2023-05-27
12177,12177,Net Banking,Completed,2024-05-15
12178,12178,Net Banking,Completed,2024-10-17
12179,12179,Credit Card,Completed,2024-04-07
12180,12180,Credit Card,Completed,2024-04-16
12181,12181,Wallet,Completed,2024-06-28
12182,12182,Credit Card,Completed,2023-09-06
12183,12183,Debit Card,Completed,2025-02-26
12184,12184,Credit Card,Completed,2023-05-31
12185,12185,Debit Card,Completed,2024-08-13
12186,12186,Net Banking,Completed,2024-08-19
12187,12187,Debit Card,Completed,2024-12-03
12188,12188,Net Banking,Completed,2024-03-01
12189,12189,COD,Completed,2023-08-26
12190,12190,COD,Completed,2023-06-01
12191,12191,Debit Card,Completed,2023-09-17
12192,12192,UPI,Completed,2024-03-05
12193,12193,UPI,Completed,2025-02-08
12194,12194,Net Banking,Completed,2024-08-22
12195,12195,Debit Card,Completed,2023-09-25
12196,12196,Wallet,Completed,2023-08-20
12197,12197,COD,Completed,2023-11-11
12198,12198,Debit Card,Completed,2023-08-14
12199,12199,Wallet,Completed,2023-03-29
12200,12200,Credit Card,Completed,2023-06-03
12201,12201,UPI,Completed,2024-01-29
12202,12202,Net Banking,Completed,2025-02-26
12203,12203,Wallet,Completed,2023-11-18
12204,12204,Credit Card,Completed,2024-12-26
12205,12205,UPI,Completed,2023-12-18
12206,12206,Credit Card,Completed,2024-11-02
12207,12207,Wallet,Refunded,2024-07-22
12208,12208,COD,Completed,2024-06-03
12209,12209,Credit Card,Completed,2025-04-13
12210,12210,UPI,Completed,2025-06-02
12211,12211,UPI,Completed,2025-01-15
12212,12212,Debit Card,Completed,2023-10-24
12213,12213,UPI,Refunded,2024-12-06
12214,12214,Net Banking,Completed,2024-02-17
12215,12215,UPI,Completed,2025-01-09
12216,12216,Debit Card,Completed,2024-10-11
12217,12217,COD,Completed,2025-01-11
12218,12218,COD,Completed,2025-04-02
12219,12219,Wallet,Completed,2024-11-08
12220,12220,Credit Card,Completed,2025-02-01
12221,12221,Wallet,Completed,2024-05-25
12222,12222,Wallet,Completed,2024-12-26
12223,12223,Credit Card,Completed,2023-08-19
12224,12224,Net Banking,Completed,2023-11-07
12225,12225,COD,Completed,2024-04-12
12226,12226,COD,Completed,2023-03-16
12227,12227,Wallet,Completed,2024-02-27
12228,12228,COD,Completed,2025-03-07
12229,12229,UPI,Completed,2024-11-09
12230,12230,Debit Card,Refunded,2024-11-21
12231,12231,Credit Card,Completed,2023-03-21
12232,12232,Credit Card,Completed,2024-08-28
12233,12233,Debit Card,Completed,2023-06-23
12234,12234,Debit Card,Completed,2024-03-12
12235,12235,COD,Completed,2025-01-14
12236,12236,UPI,Completed,2023-01-16
12237,12237,COD,Completed,2025-01-12
12238,12238,COD,Completed,2023-12-25
12239,12239,Wallet,Completed,2024-10-08
12240,12240,Net Banking,Completed,2023-07-14
12241,12241,UPI,Completed,2024-05-16
12242,12242,Credit Card,Completed,2023-09-23
12243,12243,Net Banking,Completed,2023-10-07
12244,12244,Debit Card,Completed,2024-06-11
12245,12245,UPI,Completed,2023-02-14
12246,12246,UPI,Completed,2024-03-22
12247,12247,COD,Completed,2025-01-26
12248,12248,Debit Card,Completed,2024-09-26
12249,12249,Debit Card,Completed,2024-07-04
12250,12250,Credit Card,Completed,2024-06-28
12251,12251,COD,Completed,2025-04-17
12252,12252,Net Banking,Completed,2023-02-18
12253,12253,Debit Card,Completed,2025-03-30
12254,12254,Debit Card,Completed,2024-12-26
12255,12255,UPI,Completed,2023-04-09
12256,12256,Debit Card,Completed,2024-12-31
12257,12257,COD,Refunded,2024-01-13
12258,12258,Credit Card,Completed,2024-11-28
12259,12259,UPI,Completed,2023-12-10
12260,12260,Debit Card,Completed,2023-12-15
12261,12261,COD,Completed,2023-08-30
12262,12262,UPI,Completed,2024-04-29
12263,12263,UPI,Completed,2024-10-13
12264,12264,Debit Card,Completed,2024-10-31
12265,12265,COD,Refunded,2023-04-17
12266,12266,Credit Card,Refunded,2024-07-11
12267,12267,Wallet,Completed,2023-03-10
12268,12268,COD,Refunded,2023-05-10
12269,12269,Wallet,Completed,2024-02-03
12270,12270,COD,Completed,2023-08-14
12271,12271,Net Banking,Completed,2023-12-12
12272,12272,UPI,Completed,2023-05-29
12273,12273,Debit Card,Completed,2023-03-08
12274,12274,Debit Card,Completed,2025-01-01
12275,12275,Debit Card,Completed,2024-11-01
12276,12276,UPI,Completed,2024-12-11
12277,12277,COD,Completed,2023-06-01
12278,12278,COD,Completed,2024-08-14
12279,12279,Wallet,Completed,2023-05-29
12280,12280,Credit Card,Completed,2025-04-21
12281,12281,Debit Card,Completed,2024-11-03
12282,12282,Credit Card,Completed,2023-03-12
12283,12283,Credit Card,Completed,2024-10-20
12284,12284,Debit Card,Completed,2025-04-30
12285,12285,UPI,Completed,2025-04-17
12286,12286,Credit Card,Completed,2025-01-27
12287,12287,Credit Card,Completed,2024-10-12
12288,12288,Wallet,Completed,2024-11-16
12289,12289,Credit Card,Completed,2024-07-17
12290,12290,Net Banking,Completed,2023-11-05
12291,12291,Credit Card,Completed,2024-05-03
12292,12292,COD,Completed,2023-09-15
12293,12293,UPI,Completed,2023-06-27
12294,12294,Debit Card,Completed,2024-07-01
12295,12295,Debit Card,Completed,2023-03-04
12296,12296,Debit Card,Completed,2023-05-04
12297,12297,Wallet,Completed,2023-10-25
12298,12298,COD,Completed,2023-05-04
12299,12299,Net Banking,Completed,2024-09-29
12300,12300,Net Banking,Completed,2025-01-31
12301,12301,UPI,Completed,2023-07-01
12302,12302,Debit Card,Completed,2023-04-29
12303,12303,UPI,Completed,2023-07-02
12304,12304,Debit Card,Completed,2025-05-11
12305,12305,COD,Completed,2024-05-28
12306,12306,Credit Card,Refunded,2023-06-26
12307,12307,Credit Card,Completed,2023-03-21
12308,12308,Net Banking,Completed,2024-01-11
12309,12309,Wallet,Completed,2023-12-22
12310,12310,COD,Completed,2024-09-05
12311,12311,Debit Card,Completed,2023-01-24
12312,12312,Net Banking,Completed,2024-12-25
12313,12313,UPI,Completed,2025-02-13
12314,12314,Net Banking,Completed,2023-05-06
12315,12315,COD,Completed,2024-10-01
12316,12316,Debit Card,Completed,2024-01-15
12317,12317,Credit Card,Completed,2025-01-16
12318,12318,Credit Card,Completed,2024-08-07
12319,12319,Net Banking,Completed,2025-03-25
12320,12320,UPI,Completed,2024-07-03
12321,12321,Credit Card,Completed,2025-01-17
12322,12322,Net Banking,Completed,2024-06-29
12323,12323,UPI,Completed,2023-11-22
12324,12324,UPI,Completed,2023-07-20
12325,12325,Net Banking,Completed,2024-09-14
12326,12326,UPI,Completed,2024-06-27
12327,12327,COD,Completed,2023-03-01
12328,12328,Debit Card,Completed,2025-04-27
12329,12329,Debit Card,Completed,2025-06-07
12330,12330,UPI,Completed,2024-06-27
12331,12331,UPI,Completed,2023-05-10
12332,12332,Wallet,Completed,2023-01-20
12333,12333,Debit Card,Completed,2024-06-17
12334,12334,Debit Card,Completed,2024-04-24
12335,12335,Credit Card,Completed,2025-03-04
12336,12336,COD,Completed,2023-01-05
12337,12337,UPI,Completed,2024-12-13
12338,12338,Credit Card,Completed,2024-10-05
12339,12339,Net Banking,Completed,2025-04-17
12340,12340,UPI,Completed,2023-12-02
12341,12341,Net Banking,Completed,2023-08-02
12342,12342,COD,Completed,2024-08-08
12343,12343,Wallet,Completed,2023-05-24
12344,12344,COD,Completed,2023-12-14
12345,12345,Wallet,Completed,2023-12-17
12346,12346,Debit Card,Completed,2023-06-12
12347,12347,Credit Card,Completed,2024-09-25
12348,12348,UPI,Completed,2023-12-29
12349,12349,Wallet,Completed,2025-04-03
12350,12350,COD,Refunded,2024-08-30
12351,12351,Credit Card,Completed,2024-08-01
12352,12352,Wallet,Completed,2024-12-19
12353,12353,COD,Completed,2023-01-21
12354,12354,COD,Completed,2024-11-27
12355,12355,Debit Card,Completed,2025-01-31
12356,12356,Wallet,Completed,2024-07-27
12357,12357,Net Banking,Completed,2024-02-12
12358,12358,Debit Card,Completed,2024-09-26
12359,12359,Net Banking,Completed,2023-06-30
12360,12360,UPI,Completed,2024-12-18
12361,12361,Debit Card,Completed,2023-12-05
12362,12362,Credit Card,Completed,2023-01-18
12363,12363,UPI,Completed,2023-11-02
12364,12364,COD,Completed,2024-01-28
12365,12365,Net Banking,Completed,2024-08-15
12366,12366,Net Banking,Completed,2023-12-01
12367,12367,Net Banking,Completed,2024-02-06
12368,12368,COD,Completed,2023-12-13
12369,12369,Credit Card,Completed,2023-03-14
12370,12370,Debit Card,Completed,2025-02-21
12371,12371,Credit Card,Completed,2023-07-15
12372,12372,Net Banking,Completed,2023-01-16
12373,12373,Wallet,Completed,2023-02-16
12374,12374,Net Banking,Completed,2023-01-16
12375,12375,Wallet,Completed,2024-04-15
12376,12376,COD,Completed,2025-02-05
12377,12377,Wallet,Completed,2024-04-17
12378,12378,COD,Completed,2024-06-10
12379,12379,Credit Card,Refunded,2024-06-13
12380,12380,UPI,Completed,2025-03-13
12381,12381,Wallet,Completed,2024-10-21
12382,12382,Credit Card,Completed,2023-03-20
12383,12383,Wallet,Completed,2023-07-08
12384,12384,Net Banking,Completed,2023-08-17
12385,12385,Net Banking,Completed,2023-06-19
12386,12386,Net Banking,Completed,2024-02-05
12387,12387,Net Banking,Completed,2023-01-07
12388,12388,Credit Card,Completed,2024-04-30
12389,12389,Wallet,Completed,2024-04-17
12390,12390,COD,Completed,2025-01-26
12391,12391,Net Banking,Completed,2025-03-22
12392,12392,Credit Card,Completed,2023-08-14
12393,12393,Credit Card,Completed,2023-03-21
12394,12394,UPI,Completed,2024-10-26
12395,12395,Net Banking,Completed,2025-04-21
12396,12396,UPI,Completed,2023-05-14
12397,12397,Net Banking,Completed,2023-05-02
12398,12398,UPI,Completed,2023-02-12
12399,12399,Net Banking,Completed,2024-12-26
12400,12400,UPI,Completed,2023-12-18
12401,12401,Net Banking,Completed,2025-04-14
12402,12402,Credit Card,Completed,2025-04-18
12403,12403,COD,Completed,2024-07-25
12404,12404,COD,Completed,2024-04-30
12405,12405,UPI,Completed,2024-08-28
12406,12406,COD,Completed,2023-01-08
12407,12407,Net Banking,Completed,2023-07-26
12408,12408,Net Banking,Completed,2025-01-20
12409,12409,Net Banking,Completed,2025-03-24
12410,12410,UPI,Refunded,2024-04-12
12411,12411,Wallet,Completed,2024-06-29
12412,12412,Credit Card,Completed,2023-11-08
12413,12413,UPI,Completed,2025-04-06
12414,12414,Credit Card,Completed,2023-11-15
12415,12415,Wallet,Completed,2025-01-19
12416,12416,UPI,Completed,2023-10-30
12417,12417,UPI,Completed,2024-07-28
12418,12418,Debit Card,Completed,2025-02-10
12419,12419,Net Banking,Completed,2024-07-05
12420,12420,COD,Refunded,2023-05-04
12421,12421,Credit Card,Completed,2023-09-22
12422,12422,UPI,Completed,2023-07-29
12423,12423,Debit Card,Completed,2023-07-21
12424,12424,Net Banking,Completed,2024-03-30
12425,12425,Net Banking,Completed,2025-02-07
12426,12426,UPI,Completed,2025-04-03
12427,12427,Net Banking,Refunded,2024-07-08
12428,12428,COD,Completed,2023-12-31
12429,12429,Wallet,Completed,2023-11-14
12430,12430,Wallet,Completed,2024-05-12
12431,12431,Debit Card,Completed,2024-10-21
12432,12432,Credit Card,Completed,2025-02-27
12433,12433,UPI,Completed,2023-07-29
12434,12434,Credit Card,Completed,2023-12-05
12435,12435,UPI,Completed,2023-10-15
12436,12436,Net Banking,Completed,2024-04-15
12437,12437,COD,Completed,2023-07-24
12438,12438,COD,Completed,2023-05-09
12439,12439,UPI,Completed,2024-03-01
12440,12440,UPI,Completed,2023-12-02
12441,12441,Debit Card,Completed,2024-07-21
12442,12442,Wallet,Completed,2025-04-11
12443,12443,Credit Card,Completed,2024-02-11
12444,12444,Debit Card,Completed,2024-03-18
12445,12445,Debit Card,Completed,2023-10-08
12446,12446,Net Banking,Completed,2024-10-18
12447,12447,Credit Card,Completed,2023-08-07
12448,12448,Wallet,Completed,2025-01-28
12449,12449,COD,Completed,2024-06-27
12450,12450,Credit Card,Completed,2023-04-21
12451,12451,COD,Completed,2023-03-17
12452,12452,COD,Completed,2023-11-02
12453,12453,UPI,Completed,2024-05-10
12454,12454,COD,Completed,2025-04-02
12455,12455,Debit Card,Completed,2024-05-07
12456,12456,Wallet,Completed,2024-10-08
12457,12457,COD,Completed,2023-05-27
12458,12458,Debit Card,Completed,2023-09-12
12459,12459,COD,Completed,2023-09-02
12460,12460,Wallet,Completed,2024-02-06
12461,12461,UPI,Completed,2023-09-13
12462,12462,Net Banking,Completed,2024-01-18
12463,12463,Wallet,Completed,2023-01-28
12464,12464,UPI,Completed,2024-06-05
12465,12465,Wallet,Completed,2023-12-06
12466,12466,Wallet,Completed,2023-05-05
12467,12467,UPI,Refunded,2024-08-10
12468,12468,Net Banking,Completed,2025-03-09
12469,12469,Wallet,Completed,2023-03-15
12470,12470,Net Banking,Completed,2023-05-10
12471,12471,Net Banking,Completed,2023-01-11
12472,12472,Net Banking,Completed,2024-11-23
12473,12473,Credit Card,Completed,2023-10-21
12474,12474,Wallet,Completed,2024-06-02
12475,12475,Net Banking,Refunded,2024-10-21
12476,12476,COD,Completed,2024-04-19
12477,12477,Credit Card,Completed,2024-06-23
12478,12478,UPI,Completed,2025-04-08
12479,12479,Wallet,Completed,2023-01-11
12480,12480,Net Banking,Completed,2024-10-22
12481,12481,Net Banking,Completed,2024-01-30
12482,12482,Net Banking,Completed,2023-10-04
12483,12483,Debit Card,Refunded,2023-02-02
12484,12484,Debit Card,Completed,2023-01-03
12485,12485,UPI,Completed,2023-03-28
12486,12486,COD,Completed,2024-07-08
12487,12487,COD,Completed,2023-09-26
12488,12488,Credit Card,Completed,2024-12-04
12489,12489,UPI,Completed,2024-10-01
12490,12490,Credit Card,Completed,2025-02-18
12491,12491,Debit Card,Completed,2023-08-09
12492,12492,Net Banking,Refunded,2024-06-08
12493,12493,Net Banking,Completed,2023-06-01
12494,12494,Net Banking,Completed,2024-11-27
12495,12495,Debit Card,Completed,2025-06-03
12496,12496,COD,Completed,2024-03-18
12497,12497,Wallet,Completed,2024-03-16
12498,12498,Credit Card,Completed,2025-04-16
12499,12499,UPI,Completed,2023-03-31
12500,12500,Net Banking,Completed,2024-08-02
12501,12501,COD,Completed,2023-05-28
12502,12502,UPI,Completed,2024-10-19
12503,12503,Net Banking,Completed,2023-01-21
12504,12504,Wallet,Completed,2023-04-22
12505,12505,Credit Card,Completed,2023-08-14
12506,12506,Credit Card,Completed,2023-03-05
12507,12507,Wallet,Completed,2023-04-25
12508,12508,COD,Completed,2023-09-18
12509,12509,Net Banking,Completed,2023-01-30
12510,12510,Credit Card,Completed,2023-12-10
12511,12511,COD,Completed,2024-08-23
12512,12512,Net Banking,Completed,2024-03-22
12513,12513,UPI,Completed,2024-10-02
12514,12514,Credit Card,Completed,2024-04-14
12515,12515,COD,Completed,2024-06-20
12516,12516,Wallet,Completed,2023-07-08
12517,12517,Credit Card,Completed,2023-04-10
12518,12518,Debit Card,Completed,2024-01-02
12519,12519,Debit Card,Completed,2023-10-01
12520,12520,Credit Card,Refunded,2024-08-12
12521,12521,COD,Completed,2025-02-04
12522,12522,UPI,Completed,2023-04-03
12523,12523,Credit Card,Completed,2024-04-22
12524,12524,Wallet,Completed,2023-03-31
12525,12525,Net Banking,Completed,2024-07-29
12526,12526,UPI,Completed,2023-11-14
12527,12527,UPI,Completed,2025-03-16
12528,12528,COD,Completed,2023-03-19
12529,12529,Wallet,Completed,2024-11-27
12530,12530,Net Banking,Completed,2023-04-12
12531,12531,Credit Card,Completed,2025-03-19
12532,12532,COD,Completed,2023-07-21
12533,12533,Debit Card,Completed,2023-03-14
12534,12534,Net Banking,Completed,2024-08-15
12535,12535,Wallet,Completed,2023-07-20
12536,12536,Debit Card,Completed,2024-08-10
12537,12537,Net Banking,Refunded,2024-10-25
12538,12538,Net Banking,Completed,2023-10-26
12539,12539,Credit Card,Completed,2025-02-09
12540,12540,Net Banking,Completed,2023-10-06
12541,12541,Wallet,Completed,2025-03-25
12542,12542,Debit Card,Completed,2025-04-17
12543,12543,Wallet,Completed,2025-03-23
12544,12544,UPI,Completed,2025-05-20
12545,12545,Debit Card,Completed,2024-08-10
12546,12546,Wallet,Completed,2025-03-10
12547,12547,Wallet,Completed,2024-07-29
12548,12548,UPI,Completed,2025-02-26
12549,12549,Net Banking,Completed,2023-01-30
12550,12550,UPI,Completed,2023-02-11
12551,12551,COD,Completed,2023-03-20
12552,12552,UPI,Refunded,2023-08-19
12553,12553,COD,Completed,2023-06-28
12554,12554,UPI,Completed,2023-09-10
12555,12555,Net Banking,Completed,2024-10-26
12556,12556,Credit Card,Completed,2023-10-16
12557,12557,COD,Completed,2024-06-04
12558,12558,COD,Completed,2023-10-13
12559,12559,Net Banking,Completed,2023-10-07
12560,12560,Wallet,Completed,2024-02-18
12561,12561,Debit Card,Completed,2024-01-20
12562,12562,Wallet,Completed,2024-02-07
12563,12563,UPI,Completed,2025-06-14
12564,12564,Net Banking,Completed,2024-07-12
12565,12565,COD,Completed,2023-12-03
12566,12566,Credit Card,Completed,2024-09-25
12567,12567,Net Banking,Completed,2025-02-11
12568,12568,UPI,Completed,2025-05-29
12569,12569,Net Banking,Completed,2024-12-18
12570,12570,Net Banking,Completed,2025-05-28
12571,12571,Wallet,Completed,2025-05-17
12572,12572,UPI,Completed,2023-03-07
12573,12573,Debit Card,Completed,2025-01-31
12574,12574,Credit Card,Completed,2024-10-27
12575,12575,Net Banking,Completed,2024-05-08
12576,12576,COD,Completed,2024-03-25
12577,12577,Credit Card,Completed,2023-08-21
12578,12578,COD,Completed,2023-10-05
12579,12579,UPI,Completed,2024-06-14
12580,12580,COD,Completed,2024-05-28
12581,12581,Credit Card,Completed,2024-04-11
12582,12582,Credit Card,Completed,2024-11-26
12583,12583,COD,Completed,2024-06-19
12584,12584,Net Banking,Completed,2023-06-11
12585,12585,Credit Card,Completed,2024-09-30
12586,12586,Credit Card,Completed,2023-08-18
12587,12587,Credit Card,Completed,2024-02-04
12588,12588,COD,Completed,2023-07-28
12589,12589,COD,Completed,2023-02-22
12590,12590,UPI,Completed,2024-04-04
12591,12591,Credit Card,Completed,2024-06-05
12592,12592,Wallet,Completed,2023-04-01
12593,12593,Net Banking,Completed,2025-04-19
12594,12594,UPI,Completed,2023-09-21
12595,12595,Debit Card,Completed,2023-09-26
12596,12596,Wallet,Completed,2023-08-26
12597,12597,Wallet,Completed,2023-04-06
12598,12598,COD,Refunded,2023-03-15
12599,12599,Credit Card,Refunded,2023-06-02
12600,12600,Credit Card,Completed,2023-10-04
12601,12601,COD,Completed,2025-01-27
12602,12602,Credit Card,Refunded,2024-06-28
12603,12603,Net Banking,Completed,2024-02-07
12604,12604,UPI,Completed,2025-05-07
12605,12605,Debit Card,Completed,2024-04-18
12606,12606,UPI,Completed,2024-08-11
12607,12607,Credit Card,Completed,2023-09-11
12608,12608,UPI,Completed,2024-06-01
12609,12609,UPI,Completed,2025-05-04
12610,12610,Net Banking,Completed,2023-11-20
12611,12611,Net Banking,Completed,2023-06-10
12612,12612,COD,Completed,2025-05-21
12613,12613,Wallet,Completed,2025-04-02
12614,12614,Wallet,Completed,2024-08-11
12615,12615,Net Banking,Completed,2023-04-28
12616,12616,Wallet,Refunded,2023-03-09
12617,12617,Debit Card,Completed,2024-05-31
12618,12618,COD,Completed,2023-04-06
12619,12619,Net Banking,Completed,2023-03-24
12620,12620,Credit Card,Completed,2023-11-22
12621,12621,COD,Completed,2024-11-07
12622,12622,COD,Completed,2024-06-26
12623,12623,Debit Card,Completed,2024-10-28
12624,12624,Debit Card,Completed,2023-01-24
12625,12625,Wallet,Completed,2023-05-27
12626,12626,Credit Card,Completed,2024-07-11
12627,12627,Credit Card,Completed,2023-08-25
12628,12628,COD,Completed,2024-07-15
12629,12629,UPI,Completed,2023-10-07
12630,12630,Wallet,Completed,2024-03-10
12631,12631,Net Banking,Completed,2024-04-30
12632,12632,COD,Completed,2023-01-11
12633,12633,Debit Card,Completed,2024-12-16
12634,12634,Net Banking,Completed,2023-05-03
12635,12635,UPI,Completed,2024-01-19
12636,12636,Wallet,Completed,2023-09-22
12637,12637,Credit Card,Completed,2024-07-10
12638,12638,Net Banking,Completed,2024-10-22
12639,12639,UPI,Completed,2024-12-02
12640,12640,UPI,Completed,2024-06-20
12641,12641,Debit Card,Completed,2024-04-27
12642,12642,Wallet,Completed,2024-05-23
12643,12643,Debit Card,Completed,2023-10-05
12644,12644,Net Banking,Completed,2023-06-09
12645,12645,Net Banking,Completed,2023-10-12
12646,12646,Debit Card,Completed,2024-04-09
12647,12647,Wallet,Completed,2023-07-31
12648,12648,COD,Completed,2023-07-14
12649,12649,Credit Card,Completed,2024-02-18
12650,12650,Wallet,Completed,2023-08-05
12651,12651,UPI,Refunded,2025-05-01
12652,12652,Credit Card,Completed,2023-12-06
12653,12653,Debit Card,Completed,2024-11-26
12654,12654,Wallet,Completed,2025-03-25
12655,12655,Debit Card,Completed,2024-03-20
12656,12656,Wallet,Completed,2024-09-28
12657,12657,UPI,Completed,2024-03-17
12658,12658,COD,Completed,2024-05-15
12659,12659,Debit Card,Completed,2023-10-24
12660,12660,COD,Completed,2025-01-24
12661,12661,Credit Card,Completed,2023-11-23
12662,12662,Net Banking,Completed,2024-01-08
12663,12663,Debit Card,Completed,2024-09-20
12664,12664,Debit Card,Completed,2023-09-04
12665,12665,Debit Card,Completed,2024-03-20
12666,12666,COD,Completed,2023-05-30
12667,12667,Wallet,Completed,2025-03-02
12668,12668,Credit Card,Completed,2024-08-10
12669,12669,UPI,Completed,2024-02-28
12670,12670,Debit Card,Completed,2024-06-01
12671,12671,COD,Completed,2024-02-25
12672,12672,UPI,Completed,2024-02-05
12673,12673,Net Banking,Completed,2023-05-28
12674,12674,Wallet,Completed,2023-01-12
12675,12675,Credit Card,Completed,2023-07-04
12676,12676,UPI,Completed,2025-05-10
12677,12677,Debit Card,Completed,2024-04-26
12678,12678,Debit Card,Completed,2024-09-15
12679,12679,UPI,Completed,2024-09-06
12680,12680,UPI,Completed,2023-04-07
12681,12681,Credit Card,Completed,2024-12-10
12682,12682,UPI,Completed,2025-01-14
12683,12683,UPI,Completed,2024-01-02
12684,12684,Wallet,Completed,2023-06-26
12685,12685,Wallet,Completed,2024-07-16
12686,12686,Wallet,Completed,2024-03-30
12687,12687,UPI,Completed,2023-10-22
12688,12688,UPI,Completed,2023-01-15
12689,12689,COD,Completed,2024-11-05
12690,12690,Net Banking,Completed,2024-11-15
12691,12691,Wallet,Completed,2024-03-31
12692,12692,COD,Completed,2024-08-18
12693,12693,Credit Card,Completed,2024-12-14
12694,12694,Credit Card,Completed,2023-04-19
12695,12695,Credit Card,Completed,2025-01-15
12696,12696,Debit Card,Completed,2023-03-07
12697,12697,COD,Completed,2024-10-14
12698,12698,COD,Refunded,2023-03-10
12699,12699,Net Banking,Completed,2025-06-03
12700,12700,Credit Card,Completed,2025-01-07
12701,12701,Debit Card,Completed,2024-07-08
12702,12702,Credit Card,Completed,2023-10-21
12703,12703,Debit Card,Completed,2024-04-28
12704,12704,Net Banking,Completed,2024-08-17
12705,12705,Debit Card,Completed,2023-11-14
12706,12706,UPI,Refunded,2024-11-19
12707,12707,Credit Card,Completed,2024-04-28
12708,12708,COD,Completed,2023-03-10
12709,12709,UPI,Completed,2023-11-27
12710,12710,UPI,Completed,2024-10-17
12711,12711,COD,Completed,2023-03-03
12712,12712,UPI,Completed,2023-05-22
12713,12713,Credit Card,Completed,2023-04-19
12714,12714,Credit Card,Completed,2025-02-12
12715,12715,Net Banking,Refunded,2023-09-10
12716,12716,UPI,Completed,2023-05-06
12717,12717,Net Banking,Completed,2023-02-26
12718,12718,COD,Completed,2023-08-30
12719,12719,Debit Card,Completed,2024-12-27
12720,12720,COD,Completed,2023-05-25
12721,12721,COD,Completed,2024-01-11
