ReturnID,OrderID,ReturnReason,ReturnDate,RefundStatus
1181,8392,Size Issue,2024-07-26,Refunded
1182,10743,Changed Mind,2023-09-12,Rejected
1183,16339,Changed Mind,2024-04-13,Refunded
1184,5417,Late Delivery,2025-05-11,Pending
1185,6444,Late Delivery,2024-03-30,Refunded
1186,10811,Quality Issue,2024-10-26,Pending
1187,5686,Late Delivery,2024-02-08,Pending
1188,3061,Damaged Product,2023-04-02,Pending
1189,2066,Quality Issue,2025-03-27,Pending
1190,4690,Quality Issue,2023-08-31,Pending
1191,474,Size Issue,2025-02-05,Rejected
1192,4470,Late Delivery,2025-04-12,Refunded
1193,236,Damaged Product,2023-04-03,Refunded
1194,8614,Changed Mind,2023-08-05,Refunded
1195,9221,Damaged Product,2024-01-22,Refunded
1196,3412,Changed Mind,2024-06-18,Rejected
1197,13199,Wrong Item,2024-08-06,Refunded
1198,661,Damaged Product,2023-11-17,Refunded
1199,3826,Changed Mind,2023-05-30,Rejected
1200,9215,Wrong Item,2023-01-03,Rejected
1201,15724,Late Delivery,2024-04-23,Refunded
1202,1079,Late Delivery,2023-02-05,Pending
1203,10579,Damaged Product,2023-12-21,Refunded
1204,8906,Size Issue,2024-02-20,Refunded
1205,14181,Size Issue,2023-09-04,Refunded
1206,10861,Wrong Item,2023-04-04,Pending
1207,19857,Changed Mind,2023-11-18,Rejected
1208,997,Changed Mind,2025-02-21,Refunded
1209,14137,Size Issue,2023-12-17,Pending
1210,9625,Wrong Item,2024-11-03,Pending
1211,19186,Changed Mind,2024-10-14,Refunded
1212,12217,Changed Mind,2024-03-25,Rejected
1213,15239,Changed Mind,2025-03-31,Refunded
1214,18757,Wrong Item,2023-05-11,Refunded
1215,11717,Changed Mind,2023-06-02,Pending
1216,9088,Quality Issue,2025-01-13,Rejected
1217,12477,Wrong Item,2023-01-24,Refunded
1218,11515,Wrong Item,2024-04-27,Refunded
1219,8684,Late Delivery,2024-07-27,Refunded
1220,16055,Wrong Item,2023-12-30,Refunded
1221,17704,Size Issue,2024-04-30,Refunded
1222,2964,Quality Issue,2023-06-07,Pending
1223,2406,Damaged Product,2024-09-22,Pending
1224,5703,Size Issue,2025-05-25,Refunded
1225,14127,Size Issue,2023-11-01,Refunded
1226,6654,Damaged Product,2023-10-26,Refunded
1227,5177,Damaged Product,2024-09-24,Refunded
1228,16289,Wrong Item,2024-03-14,Pending
1229,9005,Damaged Product,2023-06-27,Refunded
1230,3312,Changed Mind,2023-07-01,Rejected
1231,17581,Quality Issue,2024-08-12,Pending
1232,12782,Late Delivery,2023-01-03,Refunded
1233,16750,Changed Mind,2025-04-05,Pending
1234,6916,Damaged Product,2024-05-27,Rejected
1235,8741,Changed Mind,2023-08-25,Refunded
1236,17106,Quality Issue,2025-03-03,Rejected
1237,4400,Quality Issue,2023-07-23,Refunded
1238,4093,Late Delivery,2025-03-29,Pending
1239,8140,Damaged Product,2024-10-18,Rejected
1240,18430,Size Issue,2023-10-18,Rejected
1241,19453,Late Delivery,2025-06-02,Rejected
1242,6260,Wrong Item,2024-11-30,Rejected
1243,493,Wrong Item,2023-05-08,Rejected
1244,10116,Wrong Item,2023-12-04,Pending
1245,13104,Changed Mind,2023-11-22,Refunded
1246,19179,Late Delivery,2024-12-07,Refunded
1247,1334,Damaged Product,2024-06-05,Refunded
1248,4221,Size Issue,2024-11-10,Refunded
1249,15604,Damaged Product,2025-05-09,Rejected
1250,9892,Damaged Product,2024-06-15,Pending
1251,18405,Changed Mind,2023-04-11,Refunded
1252,6783,Changed Mind,2023-01-05,Pending
1253,2646,Damaged Product,2023-11-26,Rejected
1254,14806,Wrong Item,2023-06-30,Rejected
1255,5084,Wrong Item,2025-01-03,Pending
1256,8504,Damaged Product,2025-04-26,Refunded
1257,15443,Changed Mind,2024-07-26,Pending
1258,6418,Changed Mind,2024-09-03,Pending
1259,4211,Changed Mind,2025-04-27,Rejected
1260,19086,Quality Issue,2023-02-27,Pending
1261,11099,Wrong Item,2024-10-03,Pending
1262,1068,Quality Issue,2025-04-10,Refunded
1263,6825,Size Issue,2023-03-19,Pending
1264,15062,Late Delivery,2024-12-29,Pending
1265,5258,Size Issue,2024-07-05,Rejected
1266,5411,Changed Mind,2024-04-15,Pending
1267,166,Wrong Item,2024-09-29,Refunded
1268,16501,Size Issue,2023-07-06,Refunded
1269,19840,Quality Issue,2025-05-07,Refunded
1270,3289,Changed Mind,2025-03-29,Pending
1271,6394,Changed Mind,2025-04-12,Rejected
1272,8384,Changed Mind,2024-10-08,Refunded
1273,12676,Size Issue,2025-01-20,Rejected
1274,10577,Quality Issue,2024-01-23,Rejected
1275,3587,Late Delivery,2023-05-07,Pending
1276,7541,Size Issue,2023-01-27,Refunded
1277,15238,Late Delivery,2023-11-21,Rejected
1278,179,Quality Issue,2023-02-09,Pending
1279,17024,Quality Issue,2025-03-28,Rejected
1280,6491,Quality Issue,2025-05-01,Rejected
1281,8039,Changed Mind,2025-01-28,Pending
1282,13928,Changed Mind,2024-05-20,Refunded
1283,18302,Changed Mind,2024-06-14,Rejected
1284,15525,Changed Mind,2023-01-25,Pending
1285,19256,Late Delivery,2025-03-29,Refunded
1286,1583,Damaged Product,2024-02-12,Pending
1287,17246,Quality Issue,2025-06-16,Rejected
1288,12860,Wrong Item,2023-08-03,Pending
1289,6564,Size Issue,2023-10-15,Pending
1290,7201,Changed Mind,2023-10-10,Refunded
1291,10437,Changed Mind,2025-05-11,Rejected
1292,8705,Changed Mind,2024-05-30,Pending
1293,15943,Damaged Product,2023-04-28,Rejected
1294,208,Changed Mind,2023-10-07,Rejected
1295,3660,Damaged Product,2024-03-22,Pending
1296,14018,Size Issue,2023-12-20,Pending
1297,18528,Wrong Item,2025-06-02,Rejected
1298,19189,Size Issue,2023-08-25,Refunded
1299,9338,Quality Issue,2025-01-05,Pending
1300,3308,Late Delivery,2025-04-24,Pending
1301,8160,Late Delivery,2025-04-28,Pending
1302,9493,Size Issue,2025-04-03,Pending
1303,8418,Late Delivery,2023-10-21,Pending
1304,12134,Quality Issue,2023-07-25,Pending
1305,1543,Size Issue,2025-04-29,Refunded
1306,1258,Size Issue,2024-11-11,Rejected
1307,2623,Size Issue,2023-04-12,Rejected
1308,12559,Quality Issue,2025-01-20,Pending
1309,2912,Quality Issue,2024-04-24,Refunded
1310,2372,Damaged Product,2024-03-18,Pending
1311,7840,Wrong Item,2023-02-18,Pending
1312,9674,Late Delivery,2023-03-19,Refunded
1313,6380,Wrong Item,2023-05-13,Refunded
1314,10157,Late Delivery,2023-02-21,Refunded
1315,7885,Wrong Item,2023-05-28,Pending
1316,19047,Quality Issue,2025-06-15,Rejected
1317,16626,Changed Mind,2024-05-13,Pending
1318,13707,Wrong Item,2023-04-26,Pending
1319,3513,Quality Issue,2025-04-12,Pending
1320,5667,Damaged Product,2023-02-10,Refunded
1321,19768,Damaged Product,2024-04-16,Pending
1322,10339,Damaged Product,2024-04-30,Pending
1323,18331,Wrong Item,2024-03-25,Refunded
1324,3807,Size Issue,2023-06-08,Pending
1325,19150,Damaged Product,2023-04-30,Rejected
1326,3289,Quality Issue,2024-12-04,Refunded
1327,2673,Changed Mind,2025-05-01,Refunded
1328,440,Late Delivery,2025-04-02,Refunded
1329,2905,Wrong Item,2025-04-14,Rejected
1330,10099,Wrong Item,2023-12-29,Rejected
1331,14665,Wrong Item,2024-01-01,Rejected
1332,4675,Size Issue,2024-12-20,Rejected
1333,237,Wrong Item,2023-01-30,Pending
1334,4095,Quality Issue,2025-06-15,Refunded
1335,4433,Size Issue,2024-08-03,Rejected
1336,845,Damaged Product,2024-10-09,Pending
1337,3382,Late Delivery,2024-07-15,Rejected
1338,7107,Damaged Product,2025-04-19,Refunded
1339,19454,Late Delivery,2023-09-23,Rejected
1340,10519,Late Delivery,2025-03-21,Refunded
1341,15504,Changed Mind,2024-08-16,Refunded
1342,5187,Size Issue,2025-05-28,Refunded
1343,12884,Wrong Item,2023-03-29,Refunded
1344,3125,Quality Issue,2024-05-18,Pending
1345,1284,Wrong Item,2023-08-10,Rejected
1346,3892,Changed Mind,2025-03-10,Rejected
1347,5917,Size Issue,2023-04-02,Refunded
1348,18470,Quality Issue,2025-03-01,Refunded
1349,7555,Size Issue,2024-01-26,Rejected
1350,12614,Size Issue,2024-03-17,Pending
1351,17851,Quality Issue,2025-01-05,Refunded
1352,7193,Changed Mind,2024-01-15,Refunded
1353,15178,Late Delivery,2023-10-16,Pending
1354,18654,Damaged Product,2023-10-12,Rejected
1355,11066,Changed Mind,2023-06-18,Refunded
1356,8767,Size Issue,2023-06-05,Pending
1357,1039,Late Delivery,2024-11-29,Rejected
1358,13955,Quality Issue,2023-03-25,Refunded
1359,6658,Quality Issue,2024-12-27,Refunded
1360,16260,Wrong Item,2023-02-04,Pending
1361,7588,Wrong Item,2023-04-13,Rejected
1362,9087,Quality Issue,2024-11-28,Pending
1363,2258,Changed Mind,2023-09-22,Pending
1364,2125,Quality Issue,2024-05-03,Refunded
1365,4662,Wrong Item,2023-09-06,Refunded
1366,17675,Size Issue,2023-07-15,Rejected
1367,16981,Damaged Product,2024-07-11,Rejected
1368,15647,Wrong Item,2023-10-09,Pending
1369,13490,Wrong Item,2023-10-19,Rejected
1370,18223,Quality Issue,2025-01-27,Refunded
1371,7740,Late Delivery,2024-05-28,Rejected
1372,13164,Changed Mind,2023-12-09,Rejected
1373,14663,Damaged Product,2023-02-03,Rejected
1374,17054,Damaged Product,2024-03-19,Pending
1375,17815,Late Delivery,2023-09-23,Refunded
1376,3076,Changed Mind,2025-04-05,Pending
1377,15611,Damaged Product,2023-08-19,Refunded
1378,19472,Changed Mind,2023-07-25,Pending
1379,9017,Late Delivery,2023-11-14,Rejected
1380,6191,Quality Issue,2023-05-14,Refunded
1381,11154,Quality Issue,2023-02-09,Pending
1382,14909,Quality Issue,2025-04-16,Refunded
1383,1794,Damaged Product,2025-05-29,Rejected
1384,17103,Size Issue,2023-01-01,Pending
1385,7143,Damaged Product,2023-02-09,Pending
1386,5148,Quality Issue,2024-12-02,Refunded
1387,916,Changed Mind,2025-02-16,Refunded
1388,13167,Late Delivery,2023-02-09,Rejected
1389,12963,Size Issue,2023-10-02,Rejected
1390,17203,Wrong Item,2023-04-20,Pending
1391,13184,Damaged Product,2023-01-16,Pending
1392,10329,Size Issue,2024-05-28,Rejected
1393,7488,Damaged Product,2024-10-30,Refunded
1394,539,Changed Mind,2024-01-07,Rejected
1395,9507,Damaged Product,2023-02-20,Pending
1396,10363,Wrong Item,2025-03-30,Pending
1397,1168,Changed Mind,2024-10-04,Refunded
1398,5094,Size Issue,2023-04-01,Rejected
1399,11390,Wrong Item,2025-03-20,Rejected
1400,7058,Wrong Item,2024-09-26,Pending
1401,333,Size Issue,2023-03-05,Refunded
1402,10397,Late Delivery,2023-03-10,Rejected
1403,12399,Size Issue,2024-01-10,Pending
1404,4072,Damaged Product,2023-07-22,Refunded
1405,4203,Quality Issue,2025-06-12,Rejected
1406,19693,Changed Mind,2023-12-08,Refunded
1407,16350,Damaged Product,2023-10-19,Pending
1408,12124,Wrong Item,2024-10-26,Pending
1409,14637,Damaged Product,2025-04-27,Rejected
1410,18142,Damaged Product,2023-02-22,Refunded
1411,753,Changed Mind,2024-02-04,Refunded
1412,8857,Quality Issue,2025-04-06,Rejected
1413,9720,Size Issue,2023-12-30,Refunded
1414,3592,Size Issue,2024-05-27,Refunded
1415,15462,Late Delivery,2025-03-01,Rejected
1416,13698,Wrong Item,2024-12-28,Rejected
1417,7930,Size Issue,2023-12-30,Pending
1418,14804,Quality Issue,2023-03-21,Pending
1419,10283,Damaged Product,2024-12-18,Rejected
1420,16621,Late Delivery,2024-05-23,Pending
1421,12579,Wrong Item,2023-08-27,Refunded
1422,19164,Late Delivery,2023-01-01,Pending
1423,8361,Wrong Item,2023-08-24,Pending
1424,11890,Size Issue,2023-03-03,Rejected
1425,2610,Size Issue,2023-03-22,Refunded
1426,18559,Late Delivery,2023-08-23,Pending
1427,1354,Quality Issue,2024-03-27,Rejected
1428,5778,Wrong Item,2023-11-23,Rejected
1429,9530,Quality Issue,2025-04-02,Refunded
1430,6650,Wrong Item,2024-12-30,Refunded
1431,1637,Wrong Item,2024-08-22,Pending
1432,13224,Size Issue,2023-09-19,Rejected
1433,435,Damaged Product,2023-06-09,Pending
1434,8942,Late Delivery,2024-01-27,Pending
1435,7604,Quality Issue,2024-10-20,Pending
1436,7291,Changed Mind,2024-05-12,Refunded
1437,17405,Changed Mind,2024-04-14,Refunded
1438,10017,Late Delivery,2025-01-31,Pending
1439,9558,Quality Issue,2024-01-11,Rejected
1440,9475,Size Issue,2023-11-25,Rejected
1441,1175,Quality Issue,2023-04-02,Pending
1442,3973,Late Delivery,2025-06-05,Pending
1443,9473,Damaged Product,2023-12-20,Rejected
1444,17956,Size Issue,2023-11-26,Pending
1445,13566,Late Delivery,2023-01-21,Refunded
1446,9987,Quality Issue,2024-08-02,Rejected
1447,12482,Changed Mind,2025-01-09,Rejected
1448,6056,Size Issue,2025-04-14,Refunded
1449,396,Damaged Product,2023-04-25,Pending
1450,3039,Changed Mind,2024-12-30,Refunded
1451,11024,Quality Issue,2024-03-30,Refunded
1452,788,Size Issue,2024-07-09,Pending
1453,3717,Quality Issue,2024-11-02,Refunded
1454,14152,Changed Mind,2024-03-27,Refunded
1455,7550,Quality Issue,2023-11-20,Pending
1456,9464,Size Issue,2025-06-03,Rejected
1457,9496,Late Delivery,2024-05-29,Rejected
1458,539,Size Issue,2023-12-20,Rejected
1459,12958,Late Delivery,2024-08-08,Rejected
1460,4083,Changed Mind,2025-05-31,Rejected
1461,11349,Size Issue,2023-10-10,Refunded
1462,7784,Late Delivery,2024-04-25,Rejected
1463,18165,Wrong Item,2025-01-20,Refunded
1464,1710,Damaged Product,2024-09-24,Rejected
1465,9125,Quality Issue,2024-11-07,Pending
1466,17934,Damaged Product,2025-03-19,Pending
1467,134,Wrong Item,2023-06-15,Refunded
1468,10253,Late Delivery,2023-07-21,Refunded
1469,5420,Quality Issue,2023-10-19,Refunded
1470,18794,Quality Issue,2025-05-17,Refunded
1471,15297,Size Issue,2023-07-09,Rejected
1472,3845,Changed Mind,2024-05-04,Refunded
1473,11829,Damaged Product,2024-09-21,Pending
1474,153,Wrong Item,2025-03-27,Pending
1475,2392,Late Delivery,2025-06-05,Rejected
1476,1067,Quality Issue,2024-12-27,Rejected
1477,9868,Size Issue,2023-02-27,Pending
1478,4177,Quality Issue,2023-11-05,Pending
1479,14861,Size Issue,2024-08-05,Pending
1480,19346,Late Delivery,2024-04-19,Pending
1481,5189,Size Issue,2024-07-20,Refunded
1482,19145,Late Delivery,2024-05-02,Refunded
1483,18990,Size Issue,2023-03-04,Refunded
1484,13903,Size Issue,2024-09-26,Refunded
1485,14291,Late Delivery,2023-12-10,Pending
1486,3023,Size Issue,2023-07-24,Rejected
1487,7470,Wrong Item,2024-05-18,Rejected
1488,3626,Damaged Product,2025-02-02,Refunded
1489,3574,Late Delivery,2024-07-05,Rejected
1490,15226,Damaged Product,2023-08-04,Refunded
1491,5957,Changed Mind,2023-02-07,Pending
1492,7936,Changed Mind,2024-10-06,Rejected
1493,15954,Quality Issue,2025-01-27,Pending
1494,4099,Wrong Item,2024-12-01,Rejected
1495,15931,Late Delivery,2024-01-26,Refunded
1496,10383,Late Delivery,2023-08-06,Rejected
1497,4479,Wrong Item,2023-07-07,Rejected
1498,482,Late Delivery,2024-12-14,Refunded
1499,11920,Damaged Product,2023-03-02,Rejected
1500,11611,Wrong Item,2025-03-17,Pending
1501,2424,Quality Issue,2024-07-09,Refunded
1502,7685,Late Delivery,2023-08-07,Refunded
1503,12240,Changed Mind,2025-01-25,Refunded
1504,2789,Wrong Item,2024-05-10,Rejected
1505,12712,Quality Issue,2023-05-23,Rejected
1506,15277,Changed Mind,2025-06-14,Pending
1507,16838,Late Delivery,2023-03-27,Pending
1508,5152,Damaged Product,2024-05-05,Refunded
1509,19260,Wrong Item,2025-01-14,Refunded
1510,19201,Changed Mind,2023-01-18,Refunded
1511,14599,Quality Issue,2023-01-01,Pending
1512,2037,Size Issue,2025-01-29,Refunded
1513,11377,Quality Issue,2023-01-30,Pending
1514,19367,Damaged Product,2024-07-14,Pending
1515,16998,Damaged Product,2024-08-23,Refunded
1516,1027,Changed Mind,2023-09-10,Refunded
1517,8576,Changed Mind,2024-04-22,Pending
1518,18769,Size Issue,2025-02-09,Pending
1519,5750,Changed Mind,2023-02-23,Refunded
1520,18905,Quality Issue,2023-06-05,Pending
1521,10076,Wrong Item,2023-06-01,Rejected
1522,6499,Size Issue,2024-10-07,Rejected
1523,11458,Quality Issue,2024-12-15,Rejected
1524,8807,Late Delivery,2025-06-03,Rejected
1525,2584,Changed Mind,2023-09-10,Refunded
1526,5733,Damaged Product,2023-12-02,Rejected
1527,9138,Quality Issue,2023-04-14,Rejected
1528,1811,Late Delivery,2023-06-24,Rejected
1529,6433,Changed Mind,2023-09-25,Refunded
1530,17024,Size Issue,2023-03-14,Refunded
1531,63,Wrong Item,2024-02-02,Rejected
1532,15546,Wrong Item,2024-11-27,Rejected
1533,10191,Late Delivery,2025-02-15,Refunded
1534,1363,Changed Mind,2024-06-30,Refunded
1535,8838,Late Delivery,2023-04-20,Refunded
1536,16936,Late Delivery,2025-05-13,Refunded
1537,9656,Quality Issue,2024-08-20,Refunded
1538,5418,Wrong Item,2023-03-07,Pending
1539,15610,Late Delivery,2023-12-06,Refunded
1540,8321,Wrong Item,2023-07-23,Refunded
1541,19539,Size Issue,2025-01-11,Refunded
1542,14035,Changed Mind,2024-01-01,Rejected
1543,7979,Damaged Product,2025-05-15,Refunded
1544,12887,Size Issue,2024-12-14,Pending
1545,10237,Size Issue,2024-09-25,Refunded
1546,18218,Quality Issue,2023-07-08,Pending
1547,18463,Damaged Product,2023-11-06,Refunded
1548,12802,Changed Mind,2023-05-16,Refunded
1549,9481,Quality Issue,2024-01-22,Rejected
1550,17007,Late Delivery,2024-08-06,Rejected
1551,19003,Size Issue,2023-07-03,Refunded
1552,1319,Damaged Product,2023-12-30,Rejected
1553,1426,Size Issue,2023-07-08,Pending
1554,12619,Late Delivery,2023-04-14,Rejected
1555,6303,Wrong Item,2024-09-01,Refunded
1556,1710,Late Delivery,2025-02-28,Pending
1557,11700,Late Delivery,2024-04-02,Pending
1558,9934,Damaged Product,2025-01-24,Rejected
1559,2685,Late Delivery,2024-02-28,Refunded
1560,4839,Size Issue,2024-04-16,Pending
1561,14615,Size Issue,2023-05-30,Pending
1562,6185,Wrong Item,2023-08-26,Rejected
1563,2035,Quality Issue,2023-02-08,Pending
1564,6427,Late Delivery,2024-08-29,Pending
1565,8353,Damaged Product,2024-03-19,Refunded
1566,9233,Size Issue,2023-02-15,Pending
1567,11945,Wrong Item,2023-10-13,Pending
1568,10520,Changed Mind,2023-06-19,Refunded
1569,5005,Changed Mind,2024-10-06,Pending
1570,5532,Size Issue,2024-07-20,Rejected
1571,13066,Late Delivery,2025-06-13,Rejected
1572,8569,Size Issue,2023-03-09,Refunded
1573,7735,Changed Mind,2025-02-07,Pending
1574,11554,Damaged Product,2023-05-07,Refunded
1575,16354,Late Delivery,2023-03-17,Pending
1576,3538,Changed Mind,2023-08-13,Rejected
1577,19515,Size Issue,2023-04-01,Refunded
1578,10931,Quality Issue,2025-05-15,Rejected
1579,8778,Late Delivery,2024-08-04,Pending
1580,15225,Changed Mind,2023-11-11,Rejected
1581,11801,Wrong Item,2024-04-22,Rejected
1582,2333,Damaged Product,2024-03-28,Pending
1583,15409,Quality Issue,2025-04-17,Pending
1584,7104,Quality Issue,2023-05-01,Refunded
1585,4144,Wrong Item,2024-10-11,Refunded
1586,1469,Changed Mind,2024-11-04,Pending
1587,18250,Wrong Item,2023-12-28,Refunded
1588,15715,Changed Mind,2023-06-14,Rejected
1589,10590,Quality Issue,2024-10-31,Pending
1590,5988,Wrong Item,2024-11-15,Pending
1591,9075,Changed Mind,2023-05-23,Rejected
1592,8327,Damaged Product,2025-02-19,Refunded
1593,8228,Size Issue,2024-11-27,Rejected
1594,389,Damaged Product,2024-04-20,Pending
1595,17831,Wrong Item,2023-01-13,Pending
1596,18393,Late Delivery,2025-01-10,Rejected
1597,173,Late Delivery,2025-05-04,Rejected
1598,17150,Quality Issue,2023-10-15,Refunded
1599,4991,Changed Mind,2023-04-11,Refunded
1600,12336,Wrong Item,2024-09-15,Refunded
1601,7310,Size Issue,2023-09-20,Rejected
1602,2769,Wrong Item,2024-10-12,Rejected
1603,13574,Quality Issue,2023-10-16,Refunded
1604,14138,Late Delivery,2023-08-18,Rejected
1605,9035,Late Delivery,2024-02-19,Refunded
1606,17803,Size Issue,2023-09-24,Rejected
1607,1492,Quality Issue,2023-04-13,Refunded
1608,19201,Late Delivery,2025-01-29,Refunded
1609,6917,Wrong Item,2024-12-12,Rejected
1610,6576,Changed Mind,2023-05-05,Rejected
1611,10735,Size Issue,2024-02-29,Rejected
1612,3679,Quality Issue,2023-11-19,Rejected
1613,12410,Wrong Item,2023-08-19,Rejected
1614,5293,Late Delivery,2023-09-30,Pending
1615,14544,Size Issue,2024-12-05,Pending
1616,2194,Wrong Item,2024-02-19,Pending
1617,3675,Late Delivery,2024-10-04,Refunded
1618,6957,Size Issue,2023-04-04,Rejected
1619,4026,Changed Mind,2024-02-24,Rejected
1620,1504,Damaged Product,2023-01-21,Refunded
1621,17889,Size Issue,2023-05-23,Rejected
1622,13553,Quality Issue,2024-09-09,Rejected
1623,12776,Damaged Product,2023-02-19,Refunded
1624,5256,Wrong Item,2025-05-04,Refunded
1625,2907,Size Issue,2024-11-05,Pending
1626,225,Quality Issue,2023-01-27,Refunded
1627,19544,Damaged Product,2024-10-27,Pending
1628,12555,Size Issue,2024-12-05,Refunded
1629,11097,Quality Issue,2024-10-28,Refunded
1630,19912,Late Delivery,2023-06-06,Rejected
1631,9408,Quality Issue,2024-01-13,Pending
1632,10869,Wrong Item,2023-09-11,Refunded
1633,5037,Quality Issue,2023-10-22,Refunded
1634,12960,Wrong Item,2024-12-27,Refunded
1635,15173,Wrong Item,2023-09-02,Pending
1636,9078,Late Delivery,2024-02-12,Refunded
1637,14093,Changed Mind,2025-03-19,Pending
1638,18006,Size Issue,2024-03-11,Rejected
1639,115,Damaged Product,2025-01-20,Pending
1640,15094,Changed Mind,2024-07-03,Pending
1641,9466,Changed Mind,2025-03-31,Rejected
1642,12256,Damaged Product,2023-04-15,Rejected
1643,11327,Wrong Item,2023-01-28,Rejected
1644,19283,Wrong Item,2024-12-07,Rejected
1645,15458,Changed Mind,2025-05-17,Refunded
1646,3562,Wrong Item,2024-06-07,Refunded
1647,8065,Changed Mind,2023-07-26,Rejected
1648,8754,Quality Issue,2025-02-18,Rejected
1649,10108,Quality Issue,2023-01-03,Pending
1650,10478,Damaged Product,2024-03-26,Pending
1651,15015,Changed Mind,2024-05-22,Rejected
1652,19482,Changed Mind,2025-05-21,Refunded
1653,11512,Damaged Product,2023-02-13,Refunded
1654,4966,Damaged Product,2024-03-24,Pending
1655,2191,Wrong Item,2024-05-14,Rejected
1656,9983,Wrong Item,2025-01-11,Pending
1657,16035,Damaged Product,2024-09-07,Pending
1658,15924,Quality Issue,2023-08-06,Pending
1659,5034,Quality Issue,2023-05-11,Rejected
1660,16885,Quality Issue,2024-03-30,Rejected
1661,13469,Changed Mind,2024-10-17,Pending
1662,5917,Quality Issue,2024-10-08,Pending
1663,13764,Size Issue,2024-02-24,Rejected
1664,16331,Quality Issue,2023-02-08,Rejected
1665,4388,Wrong Item,2025-03-24,Rejected
1666,12285,Wrong Item,2024-12-26,Pending
1667,13772,Quality Issue,2023-07-06,Refunded
1668,11112,Late Delivery,2024-02-12,Pending
1669,6329,Late Delivery,2024-03-13,Refunded
1670,2959,Quality Issue,2024-11-12,Pending
1671,9774,Changed Mind,2024-09-14,Pending
1672,6223,Late Delivery,2023-10-28,Pending
1673,19206,Quality Issue,2024-03-05,Refunded
1674,9381,Late Delivery,2025-02-18,Pending
1675,18003,Wrong Item,2025-02-07,Pending
1676,4551,Changed Mind,2023-02-23,Pending
1677,8302,Damaged Product,2023-10-07,Refunded
1678,11611,Size Issue,2023-01-07,Pending
1679,10467,Late Delivery,2023-02-02,Refunded
1680,15126,Late Delivery,2023-11-27,Refunded
1681,2485,Size Issue,2025-05-18,Refunded
1682,19853,Damaged Product,2024-06-30,Pending
1683,13819,Late Delivery,2024-01-20,Pending
1684,6344,Changed Mind,2023-12-20,Pending
1685,5824,Size Issue,2023-01-05,Pending
1686,15386,Wrong Item,2024-01-30,Pending
1687,2910,Late Delivery,2024-03-30,Rejected
1688,5720,Damaged Product,2024-10-25,Rejected
1689,5339,Damaged Product,2023-12-25,Pending
1690,13469,Late Delivery,2023-10-31,Rejected
1691,8709,Damaged Product,2025-01-23,Refunded
1692,9745,Changed Mind,2024-02-05,Pending
1693,4921,Size Issue,2024-10-20,Rejected
1694,11155,Damaged Product,2024-08-29,Rejected
1695,3658,Late Delivery,2025-06-13,Refunded
1696,3228,Late Delivery,2023-10-15,Pending
1697,17821,Late Delivery,2024-11-06,Refunded
1698,10925,Changed Mind,2024-05-07,Rejected
1699,13916,Wrong Item,2024-03-13,Refunded
1700,9360,Quality Issue,2023-08-22,Rejected
1701,8443,Late Delivery,2024-10-20,Rejected
1702,11570,Late Delivery,2024-09-25,Refunded
1703,3219,Size Issue,2023-10-08,Rejected
1704,19445,Wrong Item,2023-03-06,Pending
1705,18809,Quality Issue,2023-02-25,Rejected
1706,9971,Quality Issue,2025-06-19,Refunded
1707,6845,Wrong Item,2023-10-10,Rejected
1708,19299,Size Issue,2025-05-31,Refunded
1709,16391,Size Issue,2024-10-18,Rejected
1710,7338,Quality Issue,2024-05-05,Refunded
1711,15691,Quality Issue,2024-03-16,Pending
1712,11834,Wrong Item,2023-11-25,Refunded
1713,219,Quality Issue,2023-03-24,Refunded
1714,14223,Quality Issue,2023-10-24,Refunded
1715,4685,Wrong Item,2024-04-14,Pending
1716,16605,Changed Mind,2024-01-26,Rejected
1717,11943,Changed Mind,2025-06-16,Rejected
1718,4789,Damaged Product,2024-07-06,Pending
1719,2144,Quality Issue,2024-07-08,Rejected
1720,5357,Wrong Item,2023-10-07,Rejected
1721,12640,Damaged Product,2025-01-22,Rejected
1722,15205,Size Issue,2024-06-15,Pending
1723,7974,Damaged Product,2023-09-18,Refunded
1724,117,Quality Issue,2025-06-06,Pending
1725,3666,Late Delivery,2023-03-09,Refunded
1726,16536,Damaged Product,2024-07-24,Refunded
1727,8388,Changed Mind,2024-06-01,Rejected
1728,477,Damaged Product,2024-11-29,Pending
1729,6367,Quality Issue,2023-07-26,Refunded
1730,9738,Wrong Item,2023-08-27,Refunded
1731,1454,Damaged Product,2023-02-16,Refunded
1732,19651,Late Delivery,2024-10-08,Pending
1733,2297,Quality Issue,2024-06-19,Pending
1734,18870,Changed Mind,2024-09-17,Rejected
1735,15228,Damaged Product,2023-01-25,Refunded
1736,1139,Late Delivery,2023-04-08,Rejected
1737,16539,Late Delivery,2023-12-01,Rejected
1738,2408,Changed Mind,2024-02-05,Refunded
1739,19966,Quality Issue,2023-04-11,Rejected
1740,15073,Wrong Item,2025-03-18,Pending
1741,6929,Size Issue,2024-10-29,Refunded
1742,15846,Late Delivery,2023-09-18,Refunded
1743,2930,Late Delivery,2025-04-07,Rejected
1744,9487,Quality Issue,2024-06-14,Rejected
1745,12622,Quality Issue,2024-02-13,Rejected
1746,6140,Damaged Product,2025-01-22,Refunded
1747,3565,Quality Issue,2025-03-28,Rejected
1748,7485,Late Delivery,2023-07-23,Rejected
1749,10117,Changed Mind,2023-08-22,Pending
1750,11184,Late Delivery,2023-12-17,Rejected
1751,15274,Wrong Item,2024-05-08,Rejected
