ShippingID,OrderID,CourierPartner,DispatchDate,DeliveryDate,DeliveryStatus
7756,7756,India Post,2023-10-08,2023-10-14,Shipped
7757,7757,Ecom Express,2025-02-17,2025-02-20,Shipped
7758,7758,DTDC,2025-06-16,2025-06-22,Cancelled
7759,7759,Delhivery,2023-01-30,2023-02-01,Delivered
7760,7760,India Post,2024-12-27,2024-12-29,Delivered
7761,7761,India Post,2023-09-06,2023-09-12,Delivered
7762,7762,Ecom Express,2024-09-16,2024-09-18,Delivered
7763,7763,Blue Dart,2024-04-24,2024-05-01,Delivered
7764,7764,India Post,2023-07-19,2023-07-21,Delivered
7765,7765,India Post,2024-06-07,2024-06-11,Delivered
7766,7766,Ecom Express,2024-02-19,2024-02-26,Delivered
7767,7767,Delhivery,2023-06-02,2023-06-06,Shipped
7768,7768,Blue Dart,2024-05-27,2024-05-30,Cancelled
7769,7769,India Post,2023-04-23,2023-04-27,Delivered
7770,7770,DTDC,2025-05-15,2025-05-18,Delivered
7771,7771,Ecom Express,2023-08-04,2023-08-07,Shipped
7772,7772,Delhivery,2023-10-19,2023-10-22,Shipped
7773,7773,Blue Dart,2024-01-03,2024-01-08,Delivered
7774,7774,Ecom Express,2024-11-03,2024-11-09,Delivered
7775,7775,Delhivery,2023-09-22,2023-09-29,Delivered
7776,7776,India Post,2023-06-24,2023-06-26,Delivered
7777,7777,India Post,2024-02-13,2024-02-20,Delivered
7778,7778,DTDC,2025-02-24,2025-03-03,Delivered
7779,7779,Ecom Express,2023-11-15,2023-11-19,Delivered
7780,7780,DTDC,2025-01-11,2025-01-13,Delivered
7781,7781,India Post,2023-11-24,2023-11-30,Delivered
7782,7782,Delhivery,2024-03-04,2024-03-10,Delivered
7783,7783,India Post,2023-07-12,2023-07-14,Delivered
7784,7784,DTDC,2024-03-15,2024-03-17,Shipped
7785,7785,DTDC,2025-02-20,2025-02-24,Delivered
7786,7786,Ecom Express,2023-03-05,2023-03-11,Delivered
7787,7787,Ecom Express,2024-03-02,2024-03-06,Delivered
7788,7788,India Post,2023-07-02,2023-07-07,Delivered
7789,7789,DTDC,2025-03-20,2025-03-24,Shipped
7790,7790,DTDC,2025-03-07,2025-03-14,Delivered
7791,7791,DTDC,2025-04-04,2025-04-09,Delivered
7792,7792,Blue Dart,2025-01-25,2025-01-27,Shipped
7793,7793,India Post,2023-08-28,2023-09-04,Delivered
7794,7794,Blue Dart,2025-06-14,2025-06-20,Delivered
7795,7795,India Post,2023-12-28,2024-01-03,Delivered
7796,7796,DTDC,2023-10-28,2023-10-31,Delivered
7797,7797,Blue Dart,2023-12-02,2023-12-05,Delivered
7798,7798,India Post,2024-03-16,2024-03-20,Delivered
7799,7799,India Post,2024-04-12,2024-04-17,Shipped
7800,7800,Delhivery,2025-05-03,2025-05-05,Delivered
7801,7801,Delhivery,2023-08-06,2023-08-13,Delivered
7802,7802,India Post,2024-04-12,2024-04-18,Delivered
7803,7803,India Post,2023-05-15,2023-05-18,Delivered
7804,7804,Delhivery,2024-11-16,2024-11-18,Shipped
7805,7805,Delhivery,2024-10-20,2024-10-26,Delivered
7806,7806,DTDC,2023-08-22,2023-08-26,Shipped
7807,7807,Ecom Express,2023-05-11,2023-05-14,Shipped
7808,7808,Blue Dart,2025-05-09,2025-05-16,Delivered
7809,7809,India Post,2023-07-31,2023-08-04,Delivered
7810,7810,Blue Dart,2023-07-23,2023-07-26,Delivered
7811,7811,India Post,2025-05-21,2025-05-28,Delivered
7812,7812,Delhivery,2023-06-27,2023-07-03,Delivered
7813,7813,DTDC,2023-05-03,2023-05-06,Delivered
7814,7814,India Post,2024-01-07,2024-01-09,Delivered
7815,7815,India Post,2025-06-08,2025-06-15,Delivered
7816,7816,Delhivery,2023-01-13,2023-01-18,Delivered
7817,7817,India Post,2024-08-06,2024-08-11,Delivered
7818,7818,Ecom Express,2023-05-14,2023-05-20,Cancelled
7819,7819,Blue Dart,2023-08-12,2023-08-19,Delivered
7820,7820,Ecom Express,2024-01-22,2024-01-27,Delivered
7821,7821,India Post,2023-04-25,2023-05-02,Delivered
7822,7822,Blue Dart,2024-05-12,2024-05-17,Delivered
7823,7823,DTDC,2025-02-19,2025-02-23,Delivered
7824,7824,Ecom Express,2024-04-23,2024-04-30,Delivered
7825,7825,India Post,2025-02-11,2025-02-16,Shipped
7826,7826,Delhivery,2023-08-04,2023-08-07,Delivered
7827,7827,India Post,2024-01-15,2024-01-18,Delivered
7828,7828,DTDC,2023-11-23,2023-11-28,Delivered
7829,7829,Delhivery,2025-05-15,2025-05-18,Delivered
7830,7830,DTDC,2025-03-06,2025-03-12,Delivered
7831,7831,Blue Dart,2024-03-14,2024-03-18,Delivered
7832,7832,Blue Dart,2023-05-03,2023-05-08,Delivered
7833,7833,India Post,2024-05-28,2024-06-04,Delivered
7834,7834,Ecom Express,2023-04-21,2023-04-27,Shipped
7835,7835,Ecom Express,2023-08-23,2023-08-28,Shipped
7836,7836,Ecom Express,2024-11-26,2024-12-02,Delivered
7837,7837,Delhivery,2023-02-07,2023-02-09,Delivered
7838,7838,Ecom Express,2024-02-10,2024-02-16,Delivered
7839,7839,DTDC,2023-10-06,2023-10-10,Delivered
7840,7840,Ecom Express,2025-04-04,2025-04-11,Delivered
7841,7841,India Post,2025-04-11,2025-04-13,Delivered
7842,7842,India Post,2023-04-16,2023-04-19,Delivered
7843,7843,India Post,2023-04-20,2023-04-26,Delivered
7844,7844,DTDC,2024-05-09,2024-05-11,Shipped
7845,7845,Blue Dart,2023-01-11,2023-01-16,Delivered
7846,7846,Ecom Express,2025-06-02,2025-06-05,Delivered
7847,7847,India Post,2025-01-30,2025-02-04,Delivered
7848,7848,Blue Dart,2023-06-19,2023-06-25,Delivered
7849,7849,Blue Dart,2023-10-11,2023-10-17,Delivered
7850,7850,Ecom Express,2023-10-10,2023-10-17,Delivered
7851,7851,Delhivery,2025-04-29,2025-05-01,Cancelled
7852,7852,DTDC,2024-01-21,2024-01-27,Delivered
7853,7853,Blue Dart,2025-01-19,2025-01-25,Delivered
7854,7854,Ecom Express,2023-05-08,2023-05-10,Delivered
7855,7855,Blue Dart,2023-04-11,2023-04-14,Delivered
7856,7856,Ecom Express,2024-07-31,2024-08-03,Delivered
7857,7857,India Post,2025-02-13,2025-02-17,Delivered
7858,7858,India Post,2024-03-27,2024-04-03,Shipped
7859,7859,Blue Dart,2023-11-12,2023-11-17,Delivered
7860,7860,DTDC,2025-05-23,2025-05-27,Delivered
7861,7861,India Post,2024-03-30,2024-04-06,Cancelled
7862,7862,India Post,2023-10-09,2023-10-15,Shipped
7863,7863,Blue Dart,2024-12-29,2025-01-05,Delivered
7864,7864,Delhivery,2025-04-06,2025-04-13,Delivered
7865,7865,India Post,2023-07-06,2023-07-13,Delivered
7866,7866,Ecom Express,2023-04-06,2023-04-10,Delivered
7867,7867,India Post,2024-01-10,2024-01-13,Cancelled
7868,7868,India Post,2025-01-16,2025-01-20,Delivered
7869,7869,India Post,2024-01-11,2024-01-18,Delivered
7870,7870,India Post,2024-05-08,2024-05-12,Delivered
7871,7871,Delhivery,2024-09-04,2024-09-06,Delivered
7872,7872,India Post,2023-09-03,2023-09-10,Delivered
7873,7873,Ecom Express,2023-09-21,2023-09-23,Delivered
7874,7874,DTDC,2025-06-18,2025-06-22,Shipped
7875,7875,Blue Dart,2023-04-05,2023-04-07,Delivered
7876,7876,India Post,2023-09-15,2023-09-20,Delivered
7877,7877,Delhivery,2024-05-09,2024-05-11,Delivered
7878,7878,Ecom Express,2024-07-13,2024-07-18,Cancelled
7879,7879,Delhivery,2025-05-17,2025-05-24,Delivered
7880,7880,Blue Dart,2023-05-15,2023-05-22,Shipped
7881,7881,India Post,2024-07-19,2024-07-22,Delivered
7882,7882,Blue Dart,2024-07-21,2024-07-23,Shipped
7883,7883,Ecom Express,2023-07-14,2023-07-20,Delivered
7884,7884,Ecom Express,2023-08-05,2023-08-07,Cancelled
7885,7885,DTDC,2024-08-15,2024-08-17,Delivered
7886,7886,India Post,2025-02-03,2025-02-09,Delivered
7887,7887,Delhivery,2023-03-29,2023-03-31,Cancelled
7888,7888,India Post,2023-04-25,2023-04-29,Delivered
7889,7889,Blue Dart,2024-07-21,2024-07-28,Delivered
7890,7890,Ecom Express,2024-02-26,2024-03-03,Shipped
7891,7891,DTDC,2023-05-27,2023-06-03,Delivered
7892,7892,Blue Dart,2023-12-24,2023-12-28,Delivered
7893,7893,Ecom Express,2024-01-16,2024-01-21,Shipped
7894,7894,India Post,2024-05-29,2024-06-05,Delivered
7895,7895,Delhivery,2023-01-03,2023-01-05,Delivered
7896,7896,DTDC,2023-07-16,2023-07-20,Delivered
7897,7897,Ecom Express,2025-03-10,2025-03-17,Shipped
7898,7898,India Post,2024-10-23,2024-10-30,Delivered
7899,7899,DTDC,2024-02-10,2024-02-15,Cancelled
7900,7900,DTDC,2024-04-20,2024-04-26,Delivered
7901,7901,Delhivery,2025-06-06,2025-06-08,Delivered
7902,7902,Delhivery,2023-02-28,2023-03-07,Delivered
7903,7903,India Post,2023-02-22,2023-02-28,Delivered
7904,7904,Delhivery,2023-06-04,2023-06-11,Delivered
7905,7905,India Post,2025-01-29,2025-02-05,Shipped
7906,7906,Delhivery,2024-06-23,2024-06-26,Delivered
7907,7907,Delhivery,2024-10-26,2024-10-28,Delivered
7908,7908,Blue Dart,2023-06-04,2023-06-07,Delivered
7909,7909,India Post,2024-10-19,2024-10-22,Delivered
7910,7910,Delhivery,2024-07-13,2024-07-17,Delivered
7911,7911,Delhivery,2024-04-26,2024-05-02,Delivered
7912,7912,Delhivery,2024-03-25,2024-03-27,Delivered
7913,7913,Delhivery,2023-11-02,2023-11-06,Delivered
7914,7914,Blue Dart,2023-07-14,2023-07-16,Delivered
7915,7915,Ecom Express,2025-05-27,2025-06-03,Shipped
7916,7916,India Post,2023-07-16,2023-07-18,Delivered
7917,7917,Delhivery,2023-11-27,2023-11-29,Shipped
7918,7918,Delhivery,2024-03-16,2024-03-23,Delivered
7919,7919,India Post,2024-04-05,2024-04-12,Cancelled
7920,7920,India Post,2024-08-04,2024-08-07,Delivered
7921,7921,India Post,2025-05-07,2025-05-09,Delivered
7922,7922,DTDC,2023-04-20,2023-04-27,Delivered
7923,7923,Delhivery,2023-06-30,2023-07-07,Delivered
7924,7924,Blue Dart,2024-09-15,2024-09-21,Delivered
7925,7925,Blue Dart,2023-07-03,2023-07-06,Delivered
7926,7926,DTDC,2023-12-08,2023-12-12,Delivered
7927,7927,DTDC,2023-12-26,2023-12-29,Delivered
7928,7928,Blue Dart,2024-05-04,2024-05-11,Delivered
7929,7929,Blue Dart,2023-10-17,2023-10-22,Delivered
7930,7930,DTDC,2024-08-07,2024-08-10,Delivered
7931,7931,DTDC,2025-04-27,2025-05-02,Delivered
7932,7932,Delhivery,2025-02-21,2025-02-23,Delivered
7933,7933,DTDC,2023-06-06,2023-06-09,Delivered
7934,7934,Ecom Express,2023-10-25,2023-10-27,Delivered
7935,7935,Delhivery,2025-02-25,2025-03-02,Delivered
7936,7936,Blue Dart,2023-01-06,2023-01-12,Delivered
7937,7937,Delhivery,2023-06-26,2023-07-01,Shipped
7938,7938,Delhivery,2023-05-29,2023-05-31,Delivered
7939,7939,DTDC,2024-12-29,2024-12-31,Cancelled
7940,7940,India Post,2025-06-03,2025-06-08,Shipped
7941,7941,Ecom Express,2023-12-05,2023-12-08,Shipped
7942,7942,Blue Dart,2024-09-06,2024-09-08,Delivered
7943,7943,Blue Dart,2024-04-23,2024-04-29,Delivered
7944,7944,Blue Dart,2024-11-07,2024-11-09,Cancelled
7945,7945,Blue Dart,2024-12-01,2024-12-06,Delivered
7946,7946,India Post,2024-05-22,2024-05-25,Delivered
7947,7947,Delhivery,2023-02-24,2023-02-28,Delivered
7948,7948,Ecom Express,2023-09-05,2023-09-12,Delivered
7949,7949,Delhivery,2023-07-09,2023-07-16,Delivered
7950,7950,India Post,2024-04-21,2024-04-27,Delivered
7951,7951,India Post,2023-08-04,2023-08-08,Delivered
7952,7952,DTDC,2025-03-26,2025-03-29,Shipped
7953,7953,DTDC,2023-10-22,2023-10-28,Delivered
7954,7954,DTDC,2024-11-22,2024-11-25,Shipped
7955,7955,DTDC,2023-12-24,2023-12-27,Delivered
7956,7956,Delhivery,2025-01-13,2025-01-15,Delivered
7957,7957,DTDC,2023-05-30,2023-06-04,Delivered
7958,7958,India Post,2023-03-18,2023-03-20,Delivered
7959,7959,Blue Dart,2023-11-28,2023-12-05,Delivered
7960,7960,Ecom Express,2025-04-04,2025-04-10,Delivered
7961,7961,Ecom Express,2024-11-28,2024-12-02,Delivered
7962,7962,Ecom Express,2024-10-22,2024-10-27,Delivered
7963,7963,DTDC,2024-03-31,2024-04-07,Delivered
7964,7964,Ecom Express,2023-10-17,2023-10-24,Shipped
7965,7965,Blue Dart,2024-05-24,2024-05-28,Delivered
7966,7966,DTDC,2024-12-31,2025-01-06,Delivered
7967,7967,DTDC,2024-09-21,2024-09-24,Delivered
7968,7968,India Post,2023-07-21,2023-07-23,Delivered
7969,7969,India Post,2023-10-12,2023-10-17,Delivered
7970,7970,Delhivery,2024-11-17,2024-11-24,Cancelled
7971,7971,India Post,2025-04-10,2025-04-17,Delivered
7972,7972,Delhivery,2024-09-09,2024-09-13,Delivered
7973,7973,India Post,2025-05-16,2025-05-23,Delivered
7974,7974,DTDC,2023-10-05,2023-10-08,Delivered
7975,7975,India Post,2024-04-15,2024-04-18,Delivered
7976,7976,India Post,2024-08-23,2024-08-30,Shipped
7977,7977,Ecom Express,2024-07-28,2024-07-31,Delivered
7978,7978,India Post,2024-09-17,2024-09-20,Delivered
7979,7979,DTDC,2025-01-31,2025-02-03,Delivered
7980,7980,India Post,2023-08-01,2023-08-07,Delivered
7981,7981,Ecom Express,2023-04-22,2023-04-25,Delivered
7982,7982,Ecom Express,2023-01-28,2023-02-03,Delivered
7983,7983,Delhivery,2025-01-26,2025-01-30,Delivered
7984,7984,Ecom Express,2025-04-06,2025-04-08,Delivered
7985,7985,DTDC,2024-05-09,2024-05-14,Delivered
7986,7986,Blue Dart,2023-04-11,2023-04-15,Delivered
7987,7987,Ecom Express,2024-09-19,2024-09-24,Delivered
7988,7988,Ecom Express,2024-11-29,2024-12-01,Delivered
7989,7989,Ecom Express,2024-10-15,2024-10-21,Delivered
7990,7990,DTDC,2023-01-28,2023-02-01,Delivered
7991,7991,Delhivery,2024-02-07,2024-02-09,Delivered
7992,7992,Delhivery,2025-01-12,2025-01-16,Delivered
7993,7993,India Post,2023-07-16,2023-07-22,Delivered
7994,7994,Ecom Express,2023-12-02,2023-12-05,Delivered
7995,7995,Delhivery,2024-01-18,2024-01-20,Cancelled
7996,7996,Blue Dart,2023-09-10,2023-09-15,Shipped
7997,7997,DTDC,2025-02-16,2025-02-23,Shipped
7998,7998,DTDC,2024-11-12,2024-11-15,Shipped
7999,7999,Ecom Express,2024-12-30,2025-01-06,Delivered
8000,8000,India Post,2024-01-06,2024-01-09,Delivered
8001,8001,Ecom Express,2025-01-05,2025-01-12,Shipped
8002,8002,Blue Dart,2023-06-17,2023-06-20,Delivered
8003,8003,India Post,2023-04-05,2023-04-11,Shipped
8004,8004,Delhivery,2025-02-27,2025-03-05,Delivered
8005,8005,Ecom Express,2023-03-24,2023-03-26,Delivered
8006,8006,Delhivery,2023-12-18,2023-12-20,Delivered
8007,8007,India Post,2023-06-18,2023-06-23,Delivered
8008,8008,India Post,2025-03-19,2025-03-23,Delivered
8009,8009,DTDC,2023-04-01,2023-04-08,Delivered
8010,8010,India Post,2023-07-03,2023-07-05,Delivered
8011,8011,India Post,2025-02-23,2025-02-28,Shipped
8012,8012,Blue Dart,2025-01-07,2025-01-11,Delivered
8013,8013,Blue Dart,2024-02-17,2024-02-20,Delivered
8014,8014,DTDC,2024-06-20,2024-06-24,Delivered
8015,8015,Delhivery,2025-06-08,2025-06-15,Delivered
8016,8016,Blue Dart,2023-05-22,2023-05-27,Shipped
8017,8017,Delhivery,2024-08-17,2024-08-19,Delivered
8018,8018,Delhivery,2023-09-24,2023-09-28,Delivered
8019,8019,Delhivery,2023-03-24,2023-03-27,Delivered
8020,8020,Delhivery,2024-01-03,2024-01-05,Shipped
8021,8021,Blue Dart,2024-05-24,2024-05-28,Cancelled
8022,8022,India Post,2023-12-25,2023-12-27,Delivered
8023,8023,Delhivery,2023-05-21,2023-05-25,Delivered
8024,8024,India Post,2024-06-20,2024-06-22,Delivered
8025,8025,India Post,2023-03-29,2023-04-04,Cancelled
8026,8026,DTDC,2023-12-08,2023-12-14,Delivered
8027,8027,DTDC,2023-10-05,2023-10-11,Cancelled
8028,8028,Delhivery,2025-02-27,2025-03-05,Delivered
8029,8029,Delhivery,2023-07-12,2023-07-17,Delivered
8030,8030,Ecom Express,2023-04-01,2023-04-07,Delivered
8031,8031,Blue Dart,2024-09-04,2024-09-11,Delivered
8032,8032,DTDC,2023-05-20,2023-05-23,Delivered
8033,8033,DTDC,2025-04-19,2025-04-26,Delivered
8034,8034,Ecom Express,2023-01-14,2023-01-20,Delivered
8035,8035,DTDC,2025-06-14,2025-06-16,Shipped
8036,8036,Ecom Express,2023-09-07,2023-09-13,Delivered
8037,8037,India Post,2023-11-22,2023-11-29,Delivered
8038,8038,Ecom Express,2023-04-05,2023-04-09,Delivered
8039,8039,DTDC,2024-09-26,2024-09-28,Delivered
8040,8040,Blue Dart,2023-04-01,2023-04-04,Delivered
8041,8041,Ecom Express,2023-04-30,2023-05-04,Delivered
8042,8042,Blue Dart,2024-07-08,2024-07-14,Delivered
8043,8043,Ecom Express,2024-01-05,2024-01-08,Delivered
8044,8044,Ecom Express,2023-12-06,2023-12-10,Delivered
8045,8045,DTDC,2023-08-03,2023-08-05,Delivered
8046,8046,Delhivery,2023-06-30,2023-07-03,Delivered
8047,8047,Ecom Express,2023-12-15,2023-12-17,Delivered
8048,8048,Delhivery,2024-06-02,2024-06-09,Delivered
8049,8049,DTDC,2025-06-17,2025-06-24,Delivered
8050,8050,Ecom Express,2024-06-22,2024-06-24,Delivered
8051,8051,Blue Dart,2023-09-27,2023-10-01,Delivered
8052,8052,Ecom Express,2024-08-06,2024-08-09,Delivered
8053,8053,Blue Dart,2023-10-15,2023-10-21,Delivered
8054,8054,Ecom Express,2023-03-21,2023-03-26,Shipped
8055,8055,Ecom Express,2023-05-25,2023-05-27,Delivered
8056,8056,India Post,2023-12-13,2023-12-18,Delivered
8057,8057,Blue Dart,2024-04-25,2024-04-30,Delivered
8058,8058,India Post,2024-12-25,2024-12-29,Delivered
8059,8059,Blue Dart,2024-06-02,2024-06-08,Delivered
8060,8060,Ecom Express,2023-05-07,2023-05-09,Delivered
8061,8061,Delhivery,2025-05-16,2025-05-22,Cancelled
8062,8062,Ecom Express,2025-02-23,2025-02-25,Delivered
8063,8063,India Post,2024-08-07,2024-08-12,Delivered
8064,8064,Delhivery,2023-07-05,2023-07-09,Delivered
8065,8065,Blue Dart,2023-03-25,2023-03-29,Delivered
8066,8066,Delhivery,2024-08-17,2024-08-22,Delivered
8067,8067,Blue Dart,2023-06-17,2023-06-24,Delivered
8068,8068,Ecom Express,2023-06-17,2023-06-24,Shipped
8069,8069,Blue Dart,2025-04-22,2025-04-26,Shipped
8070,8070,Blue Dart,2023-09-26,2023-09-30,Shipped
8071,8071,India Post,2024-03-25,2024-03-30,Delivered
8072,8072,Blue Dart,2024-12-16,2024-12-20,Delivered
8073,8073,DTDC,2025-04-15,2025-04-19,Delivered
8074,8074,DTDC,2025-02-12,2025-02-17,Delivered
8075,8075,India Post,2023-06-20,2023-06-23,Delivered
8076,8076,Ecom Express,2023-03-09,2023-03-11,Delivered
8077,8077,India Post,2025-05-30,2025-06-03,Delivered
8078,8078,Ecom Express,2023-03-22,2023-03-24,Delivered
8079,8079,Blue Dart,2023-01-12,2023-01-18,Delivered
8080,8080,Ecom Express,2024-03-16,2024-03-22,Delivered
8081,8081,India Post,2024-12-28,2025-01-04,Delivered
8082,8082,Blue Dart,2024-05-27,2024-06-01,Shipped
8083,8083,Delhivery,2024-04-03,2024-04-07,Delivered
8084,8084,Delhivery,2024-01-22,2024-01-25,Delivered
8085,8085,Delhivery,2023-05-06,2023-05-11,Delivered
8086,8086,India Post,2023-08-16,2023-08-23,Delivered
8087,8087,DTDC,2023-11-17,2023-11-20,Delivered
8088,8088,Blue Dart,2024-09-16,2024-09-21,Delivered
8089,8089,DTDC,2024-05-28,2024-06-04,Delivered
8090,8090,Ecom Express,2023-04-11,2023-04-14,Delivered
8091,8091,India Post,2023-07-18,2023-07-20,Delivered
8092,8092,Blue Dart,2024-05-02,2024-05-09,Delivered
8093,8093,India Post,2023-01-27,2023-02-01,Delivered
8094,8094,Ecom Express,2025-01-03,2025-01-10,Cancelled
8095,8095,Ecom Express,2025-03-11,2025-03-16,Delivered
8096,8096,Blue Dart,2023-12-27,2023-12-31,Delivered
8097,8097,Blue Dart,2023-02-06,2023-02-08,Shipped
8098,8098,Ecom Express,2024-06-29,2024-07-06,Cancelled
8099,8099,Ecom Express,2024-11-25,2024-11-27,Delivered
8100,8100,DTDC,2023-09-24,2023-09-30,Delivered
8101,8101,Ecom Express,2024-11-01,2024-11-07,Shipped
8102,8102,Delhivery,2023-11-01,2023-11-08,Delivered
8103,8103,Blue Dart,2024-10-23,2024-10-26,Delivered
8104,8104,Delhivery,2023-02-26,2023-03-02,Delivered
8105,8105,Blue Dart,2023-01-16,2023-01-19,Delivered
8106,8106,India Post,2024-07-14,2024-07-21,Delivered
8107,8107,Ecom Express,2024-03-16,2024-03-20,Delivered
8108,8108,Blue Dart,2024-08-31,2024-09-06,Shipped
8109,8109,Delhivery,2023-08-29,2023-09-05,Shipped
8110,8110,DTDC,2023-02-06,2023-02-12,Shipped
8111,8111,India Post,2023-12-17,2023-12-22,Shipped
8112,8112,Ecom Express,2023-04-24,2023-04-28,Cancelled
8113,8113,Ecom Express,2024-05-23,2024-05-28,Delivered
8114,8114,Ecom Express,2024-07-18,2024-07-24,Cancelled
8115,8115,Blue Dart,2024-06-17,2024-06-19,Delivered
8116,8116,DTDC,2023-09-26,2023-09-29,Delivered
8117,8117,Delhivery,2025-05-03,2025-05-10,Shipped
8118,8118,DTDC,2024-09-04,2024-09-11,Delivered
8119,8119,Blue Dart,2023-03-08,2023-03-12,Delivered
8120,8120,Ecom Express,2025-03-12,2025-03-14,Delivered
8121,8121,DTDC,2024-01-18,2024-01-25,Delivered
8122,8122,Delhivery,2024-06-26,2024-06-30,Delivered
8123,8123,Delhivery,2023-10-13,2023-10-19,Shipped
8124,8124,DTDC,2024-07-25,2024-07-31,Delivered
8125,8125,India Post,2024-09-15,2024-09-20,Cancelled
8126,8126,India Post,2025-05-31,2025-06-02,Delivered
8127,8127,Blue Dart,2023-06-21,2023-06-24,Shipped
8128,8128,India Post,2023-08-07,2023-08-13,Delivered
8129,8129,DTDC,2024-06-10,2024-06-13,Shipped
8130,8130,Blue Dart,2025-03-11,2025-03-14,Delivered
8131,8131,Delhivery,2024-04-11,2024-04-14,Delivered
8132,8132,DTDC,2024-10-16,2024-10-21,Delivered
8133,8133,Ecom Express,2025-01-11,2025-01-13,Delivered
8134,8134,Delhivery,2023-06-21,2023-06-25,Cancelled
8135,8135,India Post,2024-03-26,2024-03-29,Delivered
8136,8136,DTDC,2023-04-08,2023-04-11,Shipped
8137,8137,Ecom Express,2025-03-14,2025-03-16,Delivered
8138,8138,Delhivery,2025-05-23,2025-05-27,Cancelled
8139,8139,DTDC,2024-07-21,2024-07-26,Delivered
8140,8140,Blue Dart,2024-01-10,2024-01-17,Delivered
8141,8141,Ecom Express,2025-01-06,2025-01-13,Delivered
8142,8142,India Post,2023-03-27,2023-04-02,Delivered
8143,8143,Delhivery,2024-09-29,2024-10-01,Delivered
8144,8144,Ecom Express,2023-06-14,2023-06-19,Delivered
8145,8145,Delhivery,2024-10-11,2024-10-17,Shipped
8146,8146,Ecom Express,2024-08-17,2024-08-23,Delivered
8147,8147,India Post,2023-01-11,2023-01-17,Delivered
8148,8148,Delhivery,2023-11-05,2023-11-08,Delivered
8149,8149,DTDC,2024-12-15,2024-12-17,Delivered
8150,8150,DTDC,2023-03-24,2023-03-26,Delivered
8151,8151,Blue Dart,2023-03-30,2023-04-03,Shipped
8152,8152,India Post,2025-02-15,2025-02-17,Shipped
8153,8153,Blue Dart,2025-06-02,2025-06-09,Delivered
8154,8154,DTDC,2024-06-24,2024-07-01,Delivered
8155,8155,Delhivery,2025-03-06,2025-03-10,Delivered
8156,8156,Delhivery,2023-06-28,2023-07-04,Delivered
8157,8157,DTDC,2023-02-15,2023-02-20,Delivered
8158,8158,Blue Dart,2023-06-01,2023-06-06,Delivered
8159,8159,DTDC,2023-04-19,2023-04-24,Delivered
8160,8160,Ecom Express,2024-11-26,2024-12-01,Delivered
8161,8161,Delhivery,2023-01-29,2023-01-31,Delivered
8162,8162,Ecom Express,2023-02-25,2023-03-01,Delivered
8163,8163,India Post,2024-01-20,2024-01-23,Delivered
8164,8164,Delhivery,2025-01-24,2025-01-30,Delivered
8165,8165,DTDC,2023-12-27,2024-01-02,Delivered
8166,8166,Delhivery,2025-06-08,2025-06-14,Delivered
8167,8167,Delhivery,2023-07-30,2023-08-04,Shipped
8168,8168,Blue Dart,2025-06-20,2025-06-25,Delivered
8169,8169,India Post,2024-08-08,2024-08-13,Cancelled
8170,8170,Blue Dart,2024-10-05,2024-10-12,Shipped
8171,8171,DTDC,2023-07-22,2023-07-27,Delivered
8172,8172,Delhivery,2024-09-02,2024-09-07,Delivered
8173,8173,Ecom Express,2023-10-25,2023-10-28,Delivered
8174,8174,Blue Dart,2024-07-16,2024-07-20,Delivered
8175,8175,DTDC,2023-05-18,2023-05-21,Delivered
8176,8176,Ecom Express,2025-05-22,2025-05-24,Delivered
8177,8177,DTDC,2024-03-12,2024-03-18,Delivered
8178,8178,Ecom Express,2023-04-20,2023-04-26,Delivered
8179,8179,Delhivery,2023-07-14,2023-07-21,Shipped
8180,8180,Ecom Express,2024-06-09,2024-06-15,Delivered
8181,8181,Delhivery,2023-11-30,2023-12-07,Delivered
8182,8182,Blue Dart,2024-02-11,2024-02-15,Delivered
8183,8183,India Post,2024-03-21,2024-03-27,Delivered
8184,8184,Ecom Express,2025-04-10,2025-04-15,Shipped
8185,8185,Blue Dart,2023-12-04,2023-12-06,Shipped
8186,8186,India Post,2024-08-17,2024-08-24,Delivered
8187,8187,Ecom Express,2024-11-21,2024-11-24,Delivered
8188,8188,Ecom Express,2025-03-10,2025-03-13,Delivered
8189,8189,DTDC,2025-03-08,2025-03-14,Delivered
8190,8190,Blue Dart,2023-01-30,2023-02-01,Delivered
8191,8191,DTDC,2023-12-11,2023-12-14,Shipped
8192,8192,Delhivery,2024-04-27,2024-04-29,Delivered
8193,8193,DTDC,2023-04-08,2023-04-14,Delivered
8194,8194,Delhivery,2024-09-12,2024-09-16,Delivered
8195,8195,Ecom Express,2023-01-23,2023-01-28,Delivered
8196,8196,Blue Dart,2023-01-03,2023-01-10,Shipped
8197,8197,Ecom Express,2023-08-15,2023-08-18,Delivered
8198,8198,Blue Dart,2023-12-05,2023-12-10,Delivered
8199,8199,India Post,2023-06-18,2023-06-25,Delivered
8200,8200,India Post,2024-03-12,2024-03-14,Delivered
8201,8201,India Post,2024-12-06,2024-12-12,Shipped
8202,8202,Blue Dart,2023-08-23,2023-08-25,Delivered
8203,8203,DTDC,2024-09-15,2024-09-17,Delivered
8204,8204,India Post,2024-10-10,2024-10-12,Shipped
8205,8205,India Post,2023-10-18,2023-10-24,Delivered
8206,8206,India Post,2024-04-16,2024-04-23,Delivered
8207,8207,DTDC,2024-09-12,2024-09-14,Delivered
8208,8208,DTDC,2025-03-22,2025-03-28,Delivered
